"symbol_hs","symbol_mm"
"KIAA0100","2610507B11Rik"
"SDF2","Sdf2"
"SUPT6H","Supt6"
"PROCA1","Proca1"
"RAB34","Rab34"
"TLCD1","Tlcd1"
"NEK8","Nek8"
"TRAF4","Traf4"
"FAM222B","Fam222b"
"ERAL1","Eral1"
"FLOT2","Flot2"
"DHRS13","Dhrs13"
"PHF12","Phf12"
"PIPOX","Pipox"
"MYO18A","Myo18a"
"NUFIP2","Nufip2"
"TAOK1","Taok1"
"ABHD15","Abhd15"
"TP53I13","Trp53i13"
"GIT1","Git1"
"ANKRD13B","Ankrd13b"
"CORO6","Coro6"
"SSH2","Ssh2"
"EFCAB5","Efcab5"
"NSRP1","Nsrp1"
"SLC6A4","Slc6a4"
"BLMH","Blmh"
"CPD","Cpd"
"GOSR1","Gosr1"
"CRLF3","Crlf3"
"ATAD5","Atad5"
"TEFM","Tefm"
"ADAP2","Adap2"
"NF1","Nf1"
"OMG","Omg"
"EVI2A","Evi2a"
"RAB11FIP4","Rab11fip4"
"COPRS","Coprs"
"UTP6","Utp6"
"SUZ12","Suz12"
"RHOT1","Rhot1"
"RHBDL3","Rhbdl3"
"C17orf75","5730455P16Rik"
"ZNF207","Zfp207"
"PSMD11","Psmd11"
"CDK5R1","Cdk5r1"
"MYO1D","Myo1d"
"TMEM98","Tmem98"
"CCL2","Ccl2"
"CCL11","Ccl11"
"TMEM132E","Tmem132e"
"CCT6B","Cct6b"
"ZNF830","Zfp830"
"LIG3","Lig3"
"RFFL","Rffl"
"RAD51D","Rad51d"
"NLE1","Nle1"
"UNC45B","Unc45b"
"SLFN5","Slfn5"
"PEX12","Pex12"
"AP2B1","Ap2b1"
"TAF15","Taf15"
"RASL10B","Rasl10b"
"GAS2L2","Gas2l2"
"MMP28","Mmp28"
"C17orf50","1700020L24Rik"
"ZNHIT3","Znhit3"
"MYO19","Myo19"
"PIGW","Pigw"
"GGNBP2","Ggnbp2"
"DHRS11","Dhrs11"
"MRM1","Mrm1"
"AATF","Aatf"
"ACACA","Acaca"
"TADA2A","Tada2a"
"DUSP14","Dusp14"
"SYNRG","Synrg"
"DDX52","Ddx52"
"HNF1B","Hnf1b"
"MRPL45","Mrpl45"
"SOCS7","Socs7"
"ARHGAP23","Arhgap23"
"SRCIN1","Srcin1"
"EPOP","Epop"
"MLLT6","Mllt6"
"CISD3","Cisd3"
"PCGF2","Pcgf2"
"PSMB3","Psmb3"
"PIP4K2B","Pip4k2b"
"CWC25","Cwc25"
"LASP1","Lasp1"
"PLXDC1","Plxdc1"
"CACNB1","Cacnb1"
"STAC2","Stac2"
"FBXL20","Fbxl20"
"MED1","Med1"
"CDK12","Cdk12"
"PPP1R1B","Ppp1r1b"
"STARD3","Stard3"
"TCAP","Tcap"
"PNMT","Pnmt"
"PGAP3","Pgap3"
"ERBB2","Erbb2"
"MIEN1","Mien1"
"GRB7","Grb7"
"IKZF3","Ikzf3"
"ORMDL3","Ormdl3"
"PSMD3","Psmd3"
"CSF3","Csf3"
"MED24","Med24"
"THRA","Thra"
"NR1D1","Nr1d1"
"MSL1","Msl1"
"CASC3","Casc3"
"RAPGEFL1","Rapgefl1"
"WIPF2","Wipf2"
"CDC6","Cdc6"
"RARA","Rara"
"GJD3","Gjd3"
"TOP2A","Top2a"
"IGFBP4","Igfbp4"
"TNS4","Tns4"
"CCR7","Ccr7"
"SMARCE1","Smarce1"
"KRT222","Krt222"
"KRT27","Krt27"
"KRT10","Krt10"
"KRT23","Krt23"
"KRT15","Krt15"
"KRT19","Krt19"
"KRT14","Krt14"
"KRT16","Krt16"
"KRT17","Krt17"
"EIF1","Eif1"
"HAP1","Hap1"
"JUP","Jup"
"P3H4","P3h4"
"FKBP10","Fkbp10"
"NT5C3B","Nt5c3b"
"KLHL11","Klhl11"
"ACLY","Acly"
"CNP","Cnp"
"DNAJC7","Dnajc7"
"NKIRAS2","Nkiras2"
"ZNF385C","Zfp385c"
"DHX58","Dhx58"
"KAT2A","Kat2a"
"HSPB9","Hspb9"
"RAB5C","Rab5c"
"HCRT","Hcrt"
"GHDC","Ghdc"
"STAT5B","Stat5b"
"STAT5A","Stat5a"
"STAT3","Stat3"
"CAVIN1","Cavin1"
"ATP6V0A1","Atp6v0a1"
"NAGLU","Naglu"
"HSD17B1","Hsd17b1"
"COASY","Coasy"
"MLX","Mlx"
"PSMC3IP","Psmc3ip"
"RETREG3","Retreg3"
"TUBG1","Tubg1"
"TUBG2","Tubg2"
"PLEKHH3","Plekhh3"
"CCR10","Ccr10"
"CNTNAP1","Cntnap1"
"EZH1","Ezh1"
"RAMP2","Ramp2"
"VPS25","Vps25"
"WNK4","Wnk4"
"COA3","Coa3"
"CNTD1","Cntd1"
"BECN1","Becn1"
"PSME3","Psme3"
"AOC2","Aoc2"
"AOC3","Aoc3"
"AARSD1","Aarsd1"
"PTGES3L","Ptges3l"
"RUNDC1","Rundc1"
"IFI35","Ifi35"
"VAT1","Vat1"
"RND2","Rnd2"
"BRCA1","Brca1"
"NBR1","Nbr1"
"TMEM106A","Tmem106a"
"ARL4D","Arl4d"
"DHX8","Dhx8"
"ETV4","Etv4"
"MEOX1","Meox1"
"MPP3","Mpp3"
"CD300LG","Cd300lg"
"MPP2","Mpp2"
"NAGS","Nags"
"TMEM101","Tmem101"
"LSM12","Lsm12"
"G6PC3","G6pc3"
"HDAC5","Hdac5"
"TMUB2","Tmub2"
"ATXN7L3","Atxn7l3"
"UBTF","Ubtf"
"SLC4A1","Slc4a1"
"RUNDC3A","Rundc3a"
"SLC25A39","Slc25a39"
"GRN","Grn"
"FAM171A2","Fam171a2"
"ITGA2B","Itga2b"
"GPATCH8","Gpatch8"
"FZD2","Fzd2"
"CCDC43","Ccdc43"
"ADAM11","Adam11"
"GJC1","Gjc1"
"HIGD1B","Higd1b"
"EFTUD2","Eftud2"
"KIF18B","Kif18b"
"C1QL1","C1ql1"
"DCAKD","Dcakd"
"NMT1","Nmt1"
"PLCD3","Plcd3"
"ACBD4","Acbd4"
"HEXIM1","Hexim1"
"HEXIM2","Hexim2"
"FMNL1","Fmnl1"
"MAP3K14","Map3k14"
"ARHGAP27","Arhgap27"
"PLEKHM1","Plekhm1"
"MAPT","Mapt"
"KANSL1","Kansl1"
"NSF","Nsf"
"WNT3","Wnt3"
"WNT9B","Wnt9b"
"GOSR2","Gosr2"
"RPRML","Rprml"
"CDC27","Cdc27"
"MYL4","Myl4"
"ITGB3","Itgb3"
"EFCAB13","Gm11639"
"NPEPPS","Npepps"
"KPNB1","Kpnb1"
"TBKBP1","Tbkbp1"
"TBX21","Tbx21"
"OSBPL7","Osbpl7"
"MRPL10","Mrpl10"
"LRRC46","Lrrc46"
"SCRN2","Scrn2"
"SP6","Sp6"
"SP2","Sp2"
"PNPO","Pnpo"
"PRR15L","Prr15l"
"CDK5RAP3","Cdk5rap3"
"COPZ2","Copz2"
"NFE2L1","Nfe2l1"
"CBX1","Cbx1"
"SNX11","Snx11"
"SKAP1","Skap1"
"HOXB2","Hoxb2"
"HOXB3","Hoxb3"
"HOXB4","Hoxb4"
"HOXB5","Hoxb5"
"HOXB6","Hoxb6"
"HOXB7","Hoxb7"
"TTLL6","Ttll6"
"CALCOCO2","Calcoco2"
"UBE2Z","Ube2z"
"SNF8","Snf8"
"B4GALNT2","B4galnt2"
"GNGT2","Gngt2"
"ABI3","Abi3"
"PHOSPHO1","Phospho1"
"ZNF652","Zfp652"
"PHB","Phb"
"NGFR","Ngfr"
"NXPH3","Nxph3"
"SLC35B1","Slc35b1"
"FAM117A","Fam117a"
"KAT7","Kat7"
"DLX4","Dlx4"
"DLX3","Dlx3"
"ITGA3","Itga3"
"PDK2","Pdk2"
"SAMD14","Samd14"
"PPP1R9B","Ppp1r9b"
"SGCA","Sgca"
"COL1A1","Col1a1"
"TMEM92","Tmem92"
"XYLT2","Xylt2"
"MRPL27","Mrpl27"
"EME1","Eme1"
"LRRC59","Lrrc59"
"ACSF2","Acsf2"
"CHAD","Chad"
"RSAD1","Rsad1"
"MYCBPAP","Mycbpap"
"EPN3","Epn3"
"SPATA20","Spata20"
"CACNA1G","Cacna1g"
"ABCC3","Abcc3"
"ANKRD40","Ankrd40"
"LUC7L3","Luc7l3"
"TOB1","Tob1"
"SPAG9","Spag9"
"NME1","Nme1"
"NME2","Nme2"
"MBTD1","Mbtd1"
"UTP18","Utp18"
"TOM1L1","Tom1l1"
"COX11","Cox11"
"STXBP4","Stxbp4"
"HLF","Hlf"
"MMD","Mmd"
"TMEM100","Tmem100"
"PCTP","Pctp"
"ANKFN1","Ankfn1"
"NOG","Nog"
"C17orf67","Gm525"
"DGKE","Dgke"
"TRIM25","Trim25"
"COIL","Coil"
"SCPEP1","Scpep1"
"AKAP1","Akap1"
"MSI2","Msi2"
"MRPS23","Mrps23"
"CUEDC1","Cuedc1"
"VEZF1","Vezf1"
"SRSF1","Srsf1"
"DYNLL2","Dynll2"
"MKS1","Mks1"
"MPO","Mpo"
"TSPOAP1","Tspoap1"
"SUPT4H1","Supt4a"
"RNF43","Rnf43"
"MTMR4","Mtmr4"
"TEX14","Tex14"
"RAD51C","Rad51c"
"PPM1E","Ppm1e"
"TRIM37","Trim37"
"SKA2","Ska2"
"PRR11","Prr11"
"SMG8","Smg8"
"GDPD1","Gdpd1"
"YPEL2","Ypel2"
"DHX40","Dhx40"
"CLTC","Cltc"
"PTRH2","Ptrh2"
"VMP1","Vmp1"
"TUBD1","Tubd1"
"RNFT1","Rnft1"
"HEATR6","Heatr6"
"CA4","Car4"
"APPBP2","Appbp2"
"PPM1D","Ppm1d"
"BCAS3","Bcas3"
"TBX2","Tbx2"
"TBX4","Tbx4"
"BRIP1","Brip1"
"INTS2","Ints2"
"MED13","Med13"
"TLK2","Tlk2"
"MRC2","Mrc2"
"TANC2","Tanc2"
"CYB561","Cyb561"
"ACE","Ace"
"KCNH6","Kcnh6"
"DCAF7","Dcaf7"
"TACO1","Taco1"
"MAP3K3","Map3k3"
"STRADA","Strada"
"LIMD2","Limd2"
"CCDC47","Ccdc47"
"DDX42","Ddx42"
"FTSJ3","Ftsj3"
"PSMC5","Psmc5"
"SMARCD2","Smarcd2"
"CD79B","Cd79b"
"PRR29","Prr29"
"ICAM2","Icam2"
"ERN1","Ern1"
"TEX2","Tex2"
"PECAM1","Pecam1"
"MILR1","Milr1"
"POLG2","Polg2"
"DDX5","Ddx5"
"CEP95","Cep95"
"SMURF2","Smurf2"
"GNA13","Gna13"
"RGS9","Rgs9"
"AXIN2","Axin2"
"CEP112","Cep112"
"APOH","Apoh"
"PRKCA","Prkca"
"CACNG4","Cacng4"
"HELZ","Helz"
"PSMD12","Psmd12"
"PITPNC1","Pitpnc1"
"NOL11","Nol11"
"BPTF","Bptf"
"C17orf58","1810010H24Rik"
"AMZ2","Amz2"
"ARSG","Arsg"
"SLC16A6","Slc16a6"
"WIPI1","Wipi1"
"PRKAR1A","Prkar1a"
"FAM20A","Fam20a"
"ABCA8","Abca8b"
"ABCA9","Abca9"
"ABCA6","Abca6"
"ABCA5","Abca5"
"MAP2K6","Map2k6"
"KCNJ16","Kcnj16"
"KCNJ2","Kcnj2"
"SOX9","Sox9"
"SLC39A11","Slc39a11"
"SSTR2","Sstr2"
"COG1","Cog1"
"C17orf80","D11Wsu47e"
"CDC42EP4","Cdc42ep4"
"SDK2","Sdk2"
"TTYH2","Ttyh2"
"DNAI2","Dnai2"
"KIF19","Kif19a"
"GPRC5C","Gprc5c"
"CD300A","Cd300a"
"CD300LB","Cd300lb"
"CD300E","Cd300e"
"RAB37","Rab37"
"SLC9A3R1","Slc9a3r1"
"NAT9","Nat9"
"TMEM104","Tmem104"
"HID1","Hid1"
"CDR2L","Cdr2l"
"MRPL58","Mrpl58"
"KCTD2","Kctd2"
"ATP5PD","Atp5h"
"SLC16A5","Slc16a5"
"ARMC7","Armc7"
"NT5C","Nt5c"
"JPT1","Jpt1"
"SUMO2","Sumo2"
"NUP85","Nup85"
"GGA3","Gga3"
"MRPS7","Mrps7"
"MIF4GD","Mif4gd"
"SLC25A19","Slc25a19"
"GRB2","Grb2"
"TMEM94","Tmem94"
"CASKIN2","Caskin2"
"TSEN54","Tsen54"
"LLGL2","Llgl2"
"MYO15B","Myo15b"
"RECQL5","Recql5"
"SMIM5","Smim5"
"SAP30BP","Sap30bp"
"ITGB4","Itgb4"
"GALK1","Galk1"
"UNK","Unk"
"UNC13D","Unc13d"
"WBP2","Wbp2"
"TRIM47","Trim47"
"TRIM65","Trim65"
"MRPL38","Mrpl38"
"FBF1","Fbf1"
"ACOX1","Acox1"
"TEN1","Ten1"
"CDK3","Cdk3"
"SRP68","Srp68"
"EXOC7","Exoc7"
"FOXJ1","Foxj1"
"RNF157","Rnf157"
"UBALD2","Ubald2"
"QRICH2","Qrich2"
"PRPSAP1","Prpsap1"
"SPHK1","Sphk1"
"UBE2O","Ube2o"
"RHBDF2","Rhbdf2"
"CYGB","Cygb"
"ST6GALNAC2","St6galnac2"
"ST6GALNAC1","St6galnac1"
"JMJD6","Jmjd6"
"METTL23","Mettl23"
"SRSF2","Srsf2"
"MFSD11","Mfsd11"
"MGAT5B","Mgat5b"
"SEC14L1","Sec14l1"
"SEPTIN9","Septin9"
"TNRC6C","Tnrc6c"
"TMC6","Tmc6"
"TMC8","Tmc8"
"SYNGR2","Syngr2"
"TK1","Tk1"
"AFMID","Afmid"
"BIRC5","Birc5"
"SOCS3","Socs3"
"PGS1","Pgs1"
"DNAH17","Dnah17"
"CYTH1","Cyth1"
"USP36","Usp36"
"TIMP2","Timp2"
"LGALS3BP","Lgals3bp"
"CANT1","Cant1"
"C1QTNF1","C1qtnf1"
"ENGASE","Engase"
"CBX2","Cbx2"
"CBX8","Cbx8"
"CBX4","Cbx4"
"TBC1D16","Tbc1d16"
"CCDC40","Ccdc40"
"GAA","Gaa"
"CARD14","Card14"
"SGSH","Sgsh"
"SLC26A11","Slc26a11"
"RNF213","Rnf213"
"ENDOV","Endov"
"NPTX1","Nptx1"
"RPTOR","Rptor"
"CHMP6","Chmp6"
"BAIAP2","Baiap2"
"AATK","Aatk"
"CEP131","Cep131"
"TEPSIN","Tepsin"
"NDUFAF8","Ndufaf8"
"SLC38A10","Slc38a10"
"BAHCC1","Bahcc1"
"ACTG1","Actg1"
"FSCN2","Fscn2"
"FAAP100","Faap100"
"NPLOC4","Nploc4"
"TSPAN10","Tspan10"
"PDE6G","Pde6g"
"OXLD1","Oxld1"
"CCDC137","Ccdc137"
"ARL16","Arl16"
"HGS","Hgs"
"MRPL12","Mrpl12"
"SLC25A10","Slc25a10"
"MCRIP1","Mcrip1"
"P4HB","P4hb"
"ARHGDIA","Arhgdia"
"ANAPC11","Anapc11"
"NPB","Npb"
"PCYT2","Pcyt2"
"SIRT7","Sirt7"
"MAFG","Mafg"
"PYCR1","Pycr1"
"NOTUM","Notum"
"ASPSCR1","Aspscr1"
"LRRC45","Lrrc45"
"RAC3","Rac3"
"DCXR","Dcxr"
"RFNG","Rfng"
"GPS1","Gps1"
"DUS1L","Dus1l"
"FASN","Fasn"
"CCDC57","Ccdc57"
"SLC16A3","Slc16a3"
"CSNK1D","Csnk1d"
"CD7","Cd7"
"OGFOD3","Ogfod3"
"HEXD","Hexdc"
"CYBC1","Cybc1"
"NARF","Narf"
"FOXK2","Foxk2"
"WDR45B","Wdr45b"
"RAB40B","Rab40b"
"FN3KRP","Fn3krp"
"FN3K","Fn3k"
"TBCD","Tbcd"
"ZNF750","Zfp750"
"B3GNTL1","B3gntl1"
"METRNL","Metrnl"
"USP14","Usp14"
"THOC1","Thoc1"
"COLEC12","Colec12"
"TYMS","Tyms"
"YES1","Yes1"
"ADCYAP1","Adcyap1"
"METTL4","Mettl4"
"NDC80","Ndc80"
"SMCHD1","Smchd1"
"EMILIN2","Emilin2"
"LPIN2","Lpin2"
"MYOM1","Myom1"
"MYL12A","Myl12a"
"MYL12B","Myl12b"
"TGIF1","Tgif1"
"DLGAP1","Dlgap1"
"ZBTB14","Zbtb14"
"EPB41L3","Epb41l3"
"TMEM200C","Tmem200c"
"L3MBTL4","L3mbtl4"
"ARHGAP28","Arhgap28"
"LAMA1","Lama1"
"PTPRM","Ptprm"
"RAB12","Rab12"
"MTCL1","Mtcl1"
"NDUFV2","Ndufv2"
"ANKRD12","Ankrd12"
"TWSG1","Twsg1"
"RALBP1","Ralbp1"
"PPP4R1","Ppp4r1"
"RAB31","Rab31"
"VAPA","Vapa"
"APCDD1","Apcdd1"
"NAPG","Napg"
"PIEZO2","Piezo2"
"GNAL","Gnal"
"CHMP1B","Chmp1b"
"MPPE1","Mppe1"
"IMPA2","Impa2"
"TUBB6","Tubb6"
"AFG3L2","Afg3l2"
"PRELID3A","Prelid3a"
"SPIRE1","Spire1"
"PSMG2","Psmg2"
"CEP76","Cep76"
"PTPN2","Ptpn2"
"SEH1L","Seh1l"
"CEP192","Cep192"
"LDLRAD4","Ldlrad4"
"FAM210A","Fam210a"
"RNMT","Rnmt"
"ROCK1","Rock1"
"GREB1L","Greb1l"
"ESCO1","Esco1"
"SNRPD1","Snrpd1"
"ABHD3","Abhd3"
"MIB1","Mib1"
"GATA6","Gata6"
"RBBP8","Rbbp8"
"CABLES1","Cables1"
"TMEM241","Tmem241"
"RIOK3","Riok3"
"RMC1","Rmc1"
"NPC1","Npc1"
"ANKRD29","Ankrd29"
"LAMA3","Lama3"
"TTC39C","Ttc39c"
"CABYR","Cabyr"
"OSBPL1A","Osbpl1a"
"IMPACT","Impact"
"ZNF521","Zfp521"
"SS18","Ss18"
"TAF4B","Taf4b"
"KCTD1","Kctd1"
"AQP4","Aqp4"
"CHST9","Chst9"
"CDH2","Cdh2"
"DSC3","Dsc3"
"DSC2","Dsc2"
"DSG3","Dsg3"
"DSG2","Dsg2"
"TTR","Ttr"
"B4GALT6","B4galt6"
"TRAPPC8","Trappc8"
"RNF125","Rnf125"
"RNF138","Rnf138"
"GAREM1","Garem1"
"KLHL14","Klhl14"
"CCDC178","Ccdc178"
"ASXL3","Asxl3"
"DTNA","Dtna"
"MAPRE2","Mapre2"
"ZNF397","Zfp397"
"ZNF24","Zfp24"
"INO80C","Ino80c"
"GALNT1","Galnt1"
"C18orf21","2700062C07Rik"
"RPRD1A","Rprd1a"
"SLC39A6","Slc39a6"
"ELP2","Elp2"
"MOCOS","Mocos"
"FHOD3","Fhod3"
"TPGS2","Tpgs2"
"KIAA1328","AW554918"
"CELF4","Celf4"
"PIK3C3","Pik3c3"
"SETBP1","Setbp1"
"SLC14A2","Slc14a2"
"SLC14A1","Slc14a1"
"SIGLEC15","Siglec15"
"EPG5","Epg5"
"PSTPIP2","Pstpip2"
"ATP5F1A","Atp5a1"
"HAUS1","Haus1"
"C18orf25","8030462N17Rik"
"RNF165","Rnf165"
"PIAS2","Pias2"
"KATNAL2","Katnal2"
"HDHD2","Hdhd2"
"SMAD2","Smad2"
"ZBTB7C","Zbtb7c"
"CTIF","Ctif"
"SMAD7","Smad7"
"DYM","Dym"
"C18orf32","BC031181"
"LIPG","Lipg"
"ACAA2","Acaa2"
"MYO5B","Myo5b"
"MBD1","Mbd1"
"CXXC1","Cxxc1"
"SKA1","Ska1"
"MAPK4","Mapk4"
"MRO","Mro"
"ME2","Me2"
"ELAC1","Elac1"
"SMAD4","Smad4"
"MEX3C","Mex3c"
"DCC","Dcc"
"MBD2","Mbd2"
"POLI","Poli"
"C18orf54","4930503L19Rik"
"RAB27B","Rab27b"
"CCDC68","Ccdc68"
"TCF4","Tcf4"
"TXNL1","Txnl1"
"WDR7","Wdr7"
"FECH","Fech"
"ATP8B1","Atp8b1"
"NEDD4L","Nedd4l"
"ALPK2","Alpk2"
"MALT1","Malt1"
"ZNF532","Zfp532"
"SEC11C","Sec11c"
"LMAN1","Lman1"
"CCBE1","Ccbe1"
"PMAIP1","Pmaip1"
"CDH20","Cdh20"
"RNF152","Rnf152"
"PIGN","Pign"
"RELCH","Relch"
"TNFRSF11A","Tnfrsf11a"
"ZCCHC2","Zcchc2"
"PHLPP1","Phlpp1"
"BCL2","Bcl2"
"KDSR","Kdsr"
"VPS4B","Vps4b"
"SERPINB5","Serpinb5"
"SERPINB13","Serpinb13"
"SERPINB11","Serpinb11"
"SERPINB7","Serpinb7"
"SERPINB2","Serpinb2"
"SERPINB8","Serpinb8"
"CDH19","Cdh19"
"DSEL","Dsel"
"TMX3","Tmx3"
"DOK6","Dok6"
"CD226","Cd226"
"RTTN","Rttn"
"SOCS6","Socs6"
"FBXO15","Fbxo15"
"TIMM21","Timm21"
"CYB5A","Cyb5a"
"C18orf63","Gm17266"
"DIPK1C","Dipk1c"
"CNDP2","Cndp2"
"ZNF407","Zfp407"
"ZADH2","Zadh2"
"TSHZ1","Tshz1"
"ZNF516","Zfp516"
"ZNF236","Zfp236"
"MBP","Mbp"
"ATP9B","Atp9b"
"NFATC1","Nfatc1"
"CTDP1","Ctdp1"
"KCNG2","Kcng2"
"SLC66A2","Slc66a2"
"HSBP1L1","Hsbp1l1"
"TXNL4A","Txnl4a"
"RBFA","Rbfa"
"ADNP2","Adnp2"
"PARD6G","Pard6g"
"PLPP2","Plpp2"
"MIER2","Mier2"
"C2CD4C","C2cd4c"
"ODF3L2","Odf3l2"
"MADCAM1","Madcam1"
"TPGS1","Tpgs1"
"CDC34","Cdc34"
"GZMM","Gzmm"
"BSG","Bsg"
"HCN2","Hcn2"
"POLRMT","Polrmt"
"FGF22","Fgf22"
"RNF126","Rnf126"
"FSTL3","Fstl3"
"PALM","Palm"
"MISP","Misp"
"PTBP1","Ptbp1"
"PLPPR3","Plppr3"
"PRTN3","Prtn3"
"ELANE","Elane"
"CFD","Cfd"
"MED16","Med16"
"R3HDM4","R3hdm4"
"KISS1R","Kiss1r"
"ARID3A","Arid3a"
"WDR18","Wdr18"
"GRIN3B","Grin3b"
"TMEM259","Tmem259"
"CNN2","Cnn2"
"ABCA7","Abca7"
"ARHGAP45","Arhgap45"
"POLR2E","Polr2e"
"GPX4","Gpx4"
"SBNO2","Sbno2"
"STK11","Stk11"
"CBARP","Cbarp"
"ATP5F1D","Atp5d"
"MIDN","Midn"
"CIRBP","Cirbp"
"FAM174C","Fam174c"
"PWWP3A","Pwwp3a"
"NDUFS7","Ndufs7"
"GAMT","Gamt"
"DAZAP1","Dazap1"
"C19orf25","2310011J03Rik"
"PCSK4","Pcsk4"
"ADAMTSL5","Adamtsl5"
"MEX3D","Mex3d"
"MBD3","Mbd3"
"UQCR11","Uqcr11"
"TCF3","Tcf3"
"ATP8B3","Atp8b3"
"REXO1","Rexo1"
"KLF16","Klf16"
"ABHD17A","Abhd17a"
"SCAMP4","Scamp4"
"CSNK1G2","Csnk1g2"
"BTBD2","Btbd2"
"MKNK2","Mknk2"
"MOB3A","Mob3a"
"IZUMO4","Izumo4"
"AP3D1","Ap3d1"
"DOT1L","Dot1l"
"PLEKHJ1","Plekhj1"
"SF3A2","Sf3a2"
"AMH","Amh"
"JSRP1","Jsrp1"
"OAZ1","Oaz1"
"LSM7","Lsm7"
"SPPL2B","Sppl2b"
"TIMM13","Timm13"
"LMNB2","Lmnb2"
"GADD45B","Gadd45b"
"GNG7","Gng7"
"DIRAS1","Diras1"
"SLC39A3","Slc39a3"
"SGTA","Sgta"
"THOP1","Thop1"
"ZNF77","BC025920"
"TLE6","Tle6"
"TLE2","Tle2"
"TLE5","Tle5"
"GNA11","Gna11"
"GNA15","Gna15"
"S1PR4","S1pr4"
"NCLN","Ncln"
"CELF5","Celf5"
"NFIC","Nfic"
"DOHH","Dohh"
"FZR1","Fzr1"
"MFSD12","Mfsd12"
"HMG20B","Hmg20b"
"GIPC3","Gipc3"
"TBXA2R","Tbxa2r"
"CACTIN","Cactin"
"PIP5K1C","Pip5k1c"
"TJP3","Tjp3"
"APBA3","Apba3"
"MRPL54","Mrpl54"
"MATK","Matk"
"ZFR2","Zfr2"
"DAPK3","Dapk3"
"EEF2","Eef2"
"PIAS4","Pias4"
"ZBTB7A","Zbtb7a"
"MAP2K2","Map2k2"
"SIRT6","Sirt6"
"ANKRD24","Ankrd24"
"EBI3","Ebi3"
"YJU2","Yju2"
"FSD1","Fsd1"
"STAP2","Stap2"
"MPND","Mpnd"
"SH3GL1","Sh3gl1"
"CHAF1A","Chaf1a"
"UBXN6","Ubxn6"
"HDGFL2","Hdgfl2"
"PLIN4","Plin4"
"PLIN5","Plin5"
"LRG1","Lrg1"
"SEMA6B","Sema6b"
"TNFAIP8L1","Tnfaip8l1"
"MYDGF","Mydgf"
"DPP9","Dpp9"
"TICAM1","Ticam1"
"PLIN3","Plin3"
"ARRDC5","Arrdc5"
"UHRF1","Uhrf1"
"KDM4B","Kdm4b"
"PTPRS","Ptprs"
"SAFB2","Safb2"
"SAFB","Safb"
"MICOS13","Micos13"
"LONP1","Lonp1"
"CATSPERD","Catsperd"
"PRR22","Prr22"
"DUS3L","Dus3l"
"NRTN","Nrtn"
"NDUFA11","Ndufa11"
"VMAC","Vmac"
"RANBP3","Ranbp3"
"RFX2","Rfx2"
"MLLT1","Mllt1"
"CLPP","Clpp"
"ALKBH7","Alkbh7"
"PSPN","Pspn"
"GTF2F1","Gtf2f1"
"KHSRP","Khsrp"
"SLC25A41","Slc25a41"
"SLC25A23","Slc25a23"
"CRB3","Crb3"
"DENND1C","Dennd1c"
"TUBB4A","Tubb4a"
"TNFSF9","Tnfsf9"
"CD70","Cd70"
"TNFSF14","Tnfsf14"
"C3","C3"
"GPR108","Gpr108"
"TRIP10","Trip10"
"VAV1","Vav1"
"ADGRE1","Adgre1"
"INSR","Insr"
"ARHGEF18","Arhgef18"
"PEX11G","Pex11g"
"TEX45","Tex45"
"ZNF358","Zfp358"
"MCOLN1","Mcoln1"
"PNPLA6","Pnpla6"
"CAMSAP3","Camsap3"
"XAB2","Xab2"
"PET100","Pet100"
"PCP2","Pcp2"
"STXBP2","Stxbp2"
"RETN","Retn"
"MCEMP1","Mcemp1"
"TRAPPC5","Trappc5"
"FCER2","Fcer2a"
"CLEC4G","Clec4g"
"EVI5L","Evi5l"
"PRR36","Prr36"
"LRRC8E","Lrrc8e"
"MAP2K7","Map2k7"
"TGFBR3L","Tgfbr3l"
"SNAPC2","Snapc2"
"CTXN1","Ctxn1"
"TIMM44","Timm44"
"ELAVL1","Elavl1"
"CERS4","Cers4"
"CD320","Cd320"
"NDUFA7","Ndufa7"
"KANK3","Kank3"
"ANGPTL4","Angptl4"
"RAB11B","Rab11b"
"HNRNPM","Hnrnpm"
"PRAM1","Pram1"
"ZNF414","Zfp414"
"MYO1F","Myo1f"
"ADAMTS10","Adamts10"
"ZNF558","Zfp558"
"MUC16","Muc16"
"ZNF317","Zfp317"
"ZNF266","Zfp266"
"ZNF426","Zfp426"
"ZNF121","Zfp560"
"FBXL12","Fbxl12"
"OLFM2","Olfm2"
"COL5A3","Col5a3"
"SHFL","Shfl"
"ANGPTL6","Angptl6"
"PPAN","Ppan"
"EIF3G","Eif3g"
"DNMT1","Dnmt1"
"S1PR2","S1pr2"
"MRPL4","Mrpl4"
"ICAM1","Icam1"
"ICAM4","Icam4"
"ICAM5","Icam5"
"ZGLP1","Zglp1"
"FDX2","Fdx2"
"RAVER1","Raver1"
"TYK2","Tyk2"
"CDC37","Cdc37"
"PDE4A","Pde4a"
"KEAP1","Keap1"
"S1PR5","S1pr5"
"ATG4D","Atg4d"
"KRI1","Kri1"
"CDKN2D","Cdkn2d"
"AP1M2","Ap1m2"
"SLC44A2","Slc44a2"
"ILF3","Ilf3"
"QTRT1","Qtrt1"
"DNM2","Dnm2"
"TMED1","Tmed1"
"C19orf38","AB124611"
"CARM1","Carm1"
"YIPF2","Yipf2"
"TIMM29","Timm29"
"SMARCA4","Smarca4"
"LDLR","Ldlr"
